Project Name,Package Name,Type Name,Code Smell
Assignment-1,forge.game.event,GameEventPlayerLivesChanged,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventPlayerLivesChanged,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventGameRestarted,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventGameRestarted,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventSprocketUpdate,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventSprocketUpdate,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventTurnBegan,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventTurnBegan,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventFlipCoin,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventRandomLog,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventRandomLog,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventSpeedChanged,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventSpeedChanged,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventManaPool,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventManaPool,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventPlayerControl,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventPlayerControl,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventTurnPhase,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventTurnPhase,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventAttackersDeclared,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventAttackersDeclared,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventCardAttachment,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventCardAttachment,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventMulligan,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventMulligan,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventRollDie,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventPlayerStatsChanged,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventPlayerStatsChanged,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventPlayerShardsChanged,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventPlayerShardsChanged,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventCombatChanged,Cyclic-Dependent Modularization
Assignment-1,forge.game.event,GameEventGameOutcome,Deficient Encapsulation
Assignment-1,forge.game.event,GameEventGameOutcome,Cyclic-Dependent Modularization
Assignment-1,forge.game.player,PlayerCollection,Cyclic-Dependent Modularization
Assignment-1,forge.game.player,AchievementTracker,Deficient Encapsulation
Assignment-1,forge.game.player,AchievementTracker,Cyclic-Dependent Modularization
Assignment-1,forge.game.player,PlayerView,Cyclic-Dependent Modularization
Assignment-1,forge.game.player,PlayerView,Insufficient Modularization
Assignment-1,forge.game.player,PlayerProperty,Imperative Abstraction
Assignment-1,forge.game.player,PlayerProperty,Cyclic-Dependent Modularization
Assignment-1,forge.game.player,PlayerProperty,Insufficient Modularization
Assignment-1,forge.game.player,DelayedReveal,Cyclic-Dependent Modularization
Assignment-1,forge.game.player,RegisteredPlayer,Insufficient Modularization
Assignment-1,forge.game.player,Player,Deficient Encapsulation
Assignment-1,forge.game.player,Player,Cyclic-Dependent Modularization
Assignment-1,forge.game.player,Player,Insufficient Modularization
Assignment-1,forge.game.player,Player,Hub-like Modularization
Assignment-1,forge.game.player,PlayerController,Cyclic-Dependent Modularization
Assignment-1,forge.game.player,PlayerController,Insufficient Modularization
Assignment-1,forge.game.player,PlayerOutcome,Deficient Encapsulation
Assignment-1,forge.game.player,IGameEntitiesFactory,Cyclic-Dependent Modularization
Assignment-1,forge.game.player,PlayerPredicates,Deficient Encapsulation
Assignment-1,forge.game.player,PlayerPredicates,Cyclic-Dependent Modularization
Assignment-1,forge.game.player,PlayerPredicates,Insufficient Modularization
Assignment-1,forge.game.player.actions,FinishTargetingAction,Unutilized Abstraction
Assignment-1,forge.game.player.actions,FinishTargetingAction,Broken Hierarchy
Assignment-1,forge.game.player.actions,SelectCardAction,Unutilized Abstraction
Assignment-1,forge.game.player.actions,SelectCardAction,Broken Hierarchy
Assignment-1,forge.game.player.actions,PayCostAction,Unutilized Abstraction
Assignment-1,forge.game.player.actions,PayCostAction,Broken Hierarchy
Assignment-1,forge.game.player.actions,PayManaFromPoolAction,Unutilized Abstraction
Assignment-1,forge.game.player.actions,PayManaFromPoolAction,Broken Hierarchy
Assignment-1,forge.game.player.actions,SelectPlayerAction,Unutilized Abstraction
Assignment-1,forge.game.player.actions,SelectPlayerAction,Broken Hierarchy
Assignment-1,forge.game.player.actions,TargetEntityAction,Unutilized Abstraction
Assignment-1,forge.game.player.actions,TargetEntityAction,Broken Hierarchy
Assignment-1,forge.game.player.actions,CastSpellAction,Unutilized Abstraction
Assignment-1,forge.game.player.actions,CastSpellAction,Broken Hierarchy
Assignment-1,forge.game.player.actions,ActivateAbilityAction,Unutilized Abstraction
Assignment-1,forge.game.player.actions,ActivateAbilityAction,Broken Hierarchy
Assignment-1,forge.game.player.actions,PassPriorityAction,Unutilized Abstraction
Assignment-1,forge.game.player.actions,PassPriorityAction,Broken Hierarchy
Assignment-1,forge.app,Main,Insufficient Modularization
Assignment-1,forge.app,GitLogs,Unutilized Abstraction
Assignment-1,forge.app,Launcher,Unutilized Abstraction
Assignment-1,forge.app,AtomReader,Deficient Encapsulation
Assignment-1,forge.app,Entry,Unutilized Abstraction
Assignment-1,forge.app,Entry,Deficient Encapsulation
Assignment-1,forge.app,GameLauncher,Unutilized Abstraction
Assignment-1,forge.app,DialogWindow,Unutilized Abstraction
Assignment-1,forge.app,Main,Unutilized Abstraction
Assignment-1,forge.app,DesktopAdapter,Unutilized Abstraction
Assignment-1,com.badlogic.gdx.backends.android,AndroidApplication,Deficient Encapsulation
Assignment-1,com.badlogic.gdx.backends.android,AndroidApplication,Insufficient Modularization
Assignment-1,com.badlogic.gdx.backends.android,DefaultAndroidInput,Deficient Encapsulation
Assignment-1,com.badlogic.gdx.backends.android,DefaultAndroidInput,Insufficient Modularization
Assignment-1,com.badlogic.gdx.backends.android,KeyEvent,Broken Modularization
Assignment-1,com.badlogic.gdx.backends.android,TouchEvent,Broken Modularization
Assignment-1,com.badlogic.gdx.backends.android,SensorListener,Unutilized Abstraction
Assignment-1,com.badlogic.gdx.backends.android.surfaceview,GLSurfaceView20,Deficient Encapsulation
Assignment-1,com.badlogic.gdx.backends.android.surfaceview,ContextFactory,Unutilized Abstraction
Assignment-1,com.badlogic.gdx.backends.android.surfaceview,ConfigChooser,Unutilized Abstraction
Assignment-1,com.badlogic.gdx.backends.android.keyboardheight,AndroidRKeyboardHeightProvider,Unutilized Abstraction
Assignment-1,forge.localinstance.skin,IHasSkinProp,Unutilized Abstraction
Assignment-1,forge.localinstance.skin,ISkinImage,Unnecessary Abstraction
Assignment-1,forge.localinstance.achievements,GameWinStreak,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,GameWinStreak,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,PuzzleAchievements,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,PuzzleAchievements,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,ArcaneMaster,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,ArcaneMaster,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,Overkill,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,Overkill,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,ManaScrewed,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,ManaScrewed,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,Blackjack,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,NoLands,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,NoLands,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,Poisoned,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,Poisoned,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,PlaneswalkerAchievements,Deficient Encapsulation
Assignment-1,forge.localinstance.achievements,PlaneswalkerAchievements,Cyclic-Dependent Modularization
Assignment-1,forge.localinstance.achievements,PlaneswalkerUltimate,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,PlaneswalkerUltimate,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,StormChaser,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,StormChaser,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,NeedForSpeed,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,NeedForSpeed,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,DeckedOut,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,DeckedOut,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,CardActivationAchievements,Deficient Encapsulation
Assignment-1,forge.localinstance.achievements,CardActivationAchievements,Cyclic-Dependent Modularization
Assignment-1,forge.localinstance.achievements,CardAbilityUltimate,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,CardAbilityUltimate,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,ConstructedAchievements,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,ConstructedAchievements,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,AchievementCollection,Wide Hierarchy
Assignment-1,forge.localinstance.achievements,AchievementCollection,Cyclic-Dependent Modularization
Assignment-1,forge.localinstance.achievements,ManaFlooded,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,ManaFlooded,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,LifeToSpare,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,LifeToSpare,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,TotalMatchWins,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,TotalMatchWins,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,ProgressiveAchievement,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,Hellbent,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,NoCreatures,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,NoCreatures,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,ChallengeAchievements,Deficient Encapsulation
Assignment-1,forge.localinstance.achievements,ChallengeAchievements,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,ChallengeAchievements,Cyclic-Dependent Modularization
Assignment-1,forge.localinstance.achievements,ChallengeAchievement,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,DeckChallengeAchievement,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,TotalPuzzlesSolved,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,TotalPuzzlesSolved,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,StreakAchievement,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,NoSpells,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,NoSpells,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,AgainstAllOdds,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,DraftAchievements,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,DraftAchievements,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,MatchWinStreak,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,MatchWinStreak,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,TotalGameWins,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,TotalGameWins,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,VariantWins,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,VariantWins,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,SealedAchievements,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,SealedAchievements,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,AdventureAchievements,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,AdventureAchievements,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,PlanarConquestAchievements,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,PlanarConquestAchievements,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,QuestAchievements,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,QuestAchievements,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,Achievement,Wide Hierarchy
Assignment-1,forge.localinstance.achievements,Achievement,Cyclic-Dependent Modularization
Assignment-1,forge.localinstance.achievements,Achievement,Insufficient Modularization
Assignment-1,forge.localinstance.achievements,RagsToRiches,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,RagsToRiches,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,Domain,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,Domain,Broken Hierarchy
Assignment-1,forge.localinstance.achievements,AltWinAchievements,Deficient Encapsulation
Assignment-1,forge.localinstance.achievements,AltWinAchievements,Cyclic-Dependent Modularization
Assignment-1,forge.localinstance.achievements,AltWinAchievement,Unutilized Abstraction
Assignment-1,forge.localinstance.achievements,AltWinAchievement,Broken Hierarchy
Assignment-1,forge.localinstance.properties,ForgePreferences,Unutilized Abstraction
Assignment-1,forge.localinstance.properties,ForgePreferences,Deficient Encapsulation
Assignment-1,forge.localinstance.properties,ForgePreferences,Broken Hierarchy
Assignment-1,forge.localinstance.properties,PreferencesStore,Unutilized Abstraction
Assignment-1,forge.localinstance.properties,ForgeConstants,Deficient Encapsulation
Assignment-1,forge.localinstance.properties,FileLocation,Deficient Encapsulation
Assignment-1,forge.gamemodes.net,CompatibleObjectEncoder,Unutilized Abstraction
Assignment-1,forge.gamemodes.net,OfflineLobby,Unutilized Abstraction
Assignment-1,forge.gamemodes.net,CObjectOutputStream,Unutilized Abstraction
Assignment-1,forge.gamemodes.net,CompatibleObjectDecoder,Unutilized Abstraction
Assignment-1,forge.gamemodes.net,GameProtocolHandler,Unutilized Abstraction
Assignment-1,forge.gamemodes.net,CObjectInputStream,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.server,ServerGameLobby,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.net.server,RemoteClient,Broken Hierarchy
Assignment-1,forge.gamemodes.net.server,RemoteClient,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.net.server,FServerManager,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.net.server,FServerManager,Insufficient Modularization
Assignment-1,forge.gamemodes.net.server,MessageHandler,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.server,RegisterClientHandler,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.server,LobbyInputHandler,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.server,DeregisterClientHandler,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.server,NetGuiGame,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.server,NetGuiGame,Insufficient Modularization
Assignment-1,forge.gamemodes.net.server,GameServerHandler,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.server,IToClient,Unnecessary Abstraction
Assignment-1,forge.gamemodes.net.event,LogoutEvent,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.event,GuiGameEvent,Broken Hierarchy
Assignment-1,forge.gamemodes.net.event,NetEvent,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.net.event,IdentifiableNetEvent,Unnecessary Abstraction
Assignment-1,forge.gamemodes.net.event,LoginEvent,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.event,UpdateLobbyPlayerEvent,Insufficient Modularization
Assignment-1,forge.gamemodes.net.client,IToServer,Unnecessary Abstraction
Assignment-1,forge.gamemodes.net.client,NetGameController,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.client,NetGameController,Insufficient Modularization
Assignment-1,forge.gamemodes.net.client,NetMacroSystem,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.client,FGameClient,Broken Hierarchy
Assignment-1,forge.gamemodes.net.client,MessageHandler,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.client,LobbyUpdateHandler,Unutilized Abstraction
Assignment-1,forge.gamemodes.net.client,GameClientHandler,Unutilized Abstraction
Assignment-1,forge.gamemodes.puzzle,PuzzleIO,Deficient Encapsulation
Assignment-1,forge.gamemodes.match.input,InputSyncronizedBase,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputSyncronizedBase,Wide Hierarchy
Assignment-1,forge.gamemodes.match.input,InputBlock,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputBlock,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputConfirmMulligan,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputConfirmMulligan,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputSelectCardsFromList,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputSelectCardsFromList,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputSelectCardsFromList,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.match.input,InputPayManaOfCostPayment,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputPayManaOfCostPayment,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputSelectManyBase,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputSelectManyBase,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputLockUI,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputUpdater,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputSelectCardsForConvokeOrImprovise,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputPassPriority,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputPassPriority,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputBase,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputSelectTargets,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputSelectTargets,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.match.input,InputPlaybackControl,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputPlaybackControl,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.match.input,InputAttack,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputAttack,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputPayMana,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputPayMana,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.match.input,InputChooseStartingHand,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputChooseStartingHand,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputConfirm,Broken Hierarchy
Assignment-1,forge.gamemodes.match.input,InputConfirm,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.match.input,InputSelectEntitiesFromList,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputLondonMulligan,Unutilized Abstraction
Assignment-1,forge.gamemodes.match.input,InputLondonMulligan,Broken Hierarchy
Assignment-1,forge.gamemodes.match,HostedMatch,Deficient Encapsulation
Assignment-1,forge.gamemodes.match,HostedMatch,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.match,HostedMatch,Insufficient Modularization
Assignment-1,forge.gamemodes.match,MatchUiEventVisitor,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.match,AbstractGuiGame,Unutilized Abstraction
Assignment-1,forge.gamemodes.match,AbstractGuiGame,Insufficient Modularization
Assignment-1,forge.gamemodes.match,LocalLobby,Unutilized Abstraction
Assignment-1,forge.gamemodes.match,GameLobby,Insufficient Modularization
Assignment-1,forge.gamemodes.match,LobbySlot,Insufficient Modularization
Assignment-1,forge.gamemodes.planarconquest,ConquestCommander,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.planarconquest,ConquestController,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.planarconquest,ConquestPlane,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.planarconquest,Reader,Unutilized Abstraction
Assignment-1,forge.gamemodes.planarconquest,ConquestBattle,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.planarconquest,ConquestAwardPool,Deficient Encapsulation
Assignment-1,forge.gamemodes.planarconquest,ConquestData,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.planarconquest,ConquestData,Insufficient Modularization
Assignment-1,forge.gamemodes.planarconquest,PathFinder,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.planarconquest,Node,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.planarconquest,ConquestDeckMap,Unutilized Abstraction
Assignment-1,forge.gamemodes.planarconquest,ConquestPreferences,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.planarconquest,ConquestRegion,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.planarconquest,Reader,Unutilized Abstraction
Assignment-1,forge.gamemodes.planarconquest,ConquestUtil,Deficient Encapsulation
Assignment-1,forge.gamemodes.planarconquest,ConquestUtil,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.planarconquest,ConquestUtil,Insufficient Modularization
Assignment-1,forge.gamemodes.planarconquest,ColorFilter,Unutilized Abstraction
Assignment-1,forge.gamemodes.planarconquest,TypeFilter,Unutilized Abstraction
Assignment-1,forge.gamemodes.planarconquest,RarityFilter,Unutilized Abstraction
Assignment-1,forge.gamemodes.planarconquest,CMCFilter,Unutilized Abstraction
Assignment-1,forge.gamemodes.planarconquest,ConquestEvent,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.planarconquest,ConquestEvent,Insufficient Modularization
Assignment-1,forge.gamemodes.planarconquest,Reader,Unutilized Abstraction
Assignment-1,forge.gamemodes.planarconquest,ConquestEventBattle,Unutilized Abstraction
Assignment-1,forge.gamemodes.planarconquest,ConquestLocation,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.planarconquest,ConquestPlaneData,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.tournament,TournamentWinLoseController,Unutilized Abstraction
Assignment-1,forge.gamemodes.tournament,TournamentData,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.tournament,TournamentData,Insufficient Modularization
Assignment-1,forge.gamemodes.tournament,TournamentIO,Deficient Encapsulation
Assignment-1,forge.gamemodes.tournament,TournamentIO,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.tournament,DeckSectionToXml,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.tournament.system,TournamentRoundRobin,Unutilized Abstraction
Assignment-1,forge.gamemodes.tournament.system,TournamentPlayer,Insufficient Modularization
Assignment-1,forge.gamemodes.tournament.system,AbstractTournament,Insufficient Modularization
Assignment-1,forge.gamemodes.quest,QuestUtil,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest,QuestUtil,Insufficient Modularization
Assignment-1,forge.gamemodes.quest,QuestUtil,Hub-like Modularization
Assignment-1,forge.gamemodes.quest,BoosterUtils,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest,QuestController,Deficient Encapsulation
Assignment-1,forge.gamemodes.quest,QuestController,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest,QuestController,Insufficient Modularization
Assignment-1,forge.gamemodes.quest,QuestController,Hub-like Modularization
Assignment-1,forge.gamemodes.quest,QuestUtilCards,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest,QuestUtilCards,Insufficient Modularization
Assignment-1,forge.gamemodes.quest,QuestSpellShop,Deficient Encapsulation
Assignment-1,forge.gamemodes.quest,QuestWinLoseController,Insufficient Modularization
Assignment-1,forge.gamemodes.quest,QuestEventCommanderDuelManager,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,QuestDeckMap,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,QuestRewardCardChooser,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,QuestRewardCardChooser,Broken Hierarchy
Assignment-1,forge.gamemodes.quest,QuestEventCommanderDuel,Broken Hierarchy
Assignment-1,forge.gamemodes.quest,QuestEvent,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest,QuestEvent,Insufficient Modularization
Assignment-1,forge.gamemodes.quest,IQuestRewardCard,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,QuestRewardCardDuplicate,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,MainWorldEventDuelManager,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,QuestDraftUtils,Deficient Encapsulation
Assignment-1,forge.gamemodes.quest,QuestDraftUtils,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest,QuestEventDraft,Deficient Encapsulation
Assignment-1,forge.gamemodes.quest,QuestEventDraft,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest,QuestEventDraft,Insufficient Modularization
Assignment-1,forge.gamemodes.quest,QuestDraftPrizes,Deficient Encapsulation
Assignment-1,forge.gamemodes.quest,QuestDraftPrizes,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest,QuestDraftFormat,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest,QuestEventLDADuelManager,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,QuestDeckGroupMap,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,QuestRewardCardFiltered,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,QuestRewardCardFiltered,Broken Hierarchy
Assignment-1,forge.gamemodes.quest,SellRules,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,QuestEventLDADuel,Broken Hierarchy
Assignment-1,forge.gamemodes.quest,QuestUtilUnlockSets,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest,QuestChallengeGenerator,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest,QuestEventChallengeList,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,QuestRewardCard,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,QuestRewardCard,Broken Hierarchy
Assignment-1,forge.gamemodes.quest,QuestEventDuel,Broken Hierarchy
Assignment-1,forge.gamemodes.quest,QuestWorld,Deficient Encapsulation
Assignment-1,forge.gamemodes.quest,QuestWorld,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest,Reader,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest,QuestEventChallenge,Insufficient Modularization
Assignment-1,forge.gamemodes.quest.io,QuestChallengeReader,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest.io,QuestDuelReader,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest.io,QuestDataIO,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest.io,QuestDataIO,Insufficient Modularization
Assignment-1,forge.gamemodes.quest.io,GameFormatQuestToXml,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest.io,QuestModeToXml,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest.io,DraftTournamentToXml,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest.io,DeckToXml,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest.io,ItemPoolToXml,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest.io,MainWorldDuelReader,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest.bazaar,QuestItemElixir,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest.bazaar,QuestItemEstates,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest.bazaar,QuestItemCharmOfVim,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest.bazaar,QuestPetStats,Multifaceted Abstraction
Assignment-1,forge.gamemodes.quest.bazaar,QuestPetStats,Unutilized Abstraction
Assignment-1,forge.gamemodes.quest.bazaar,QuestPetController,Cyclic-Dependent Modularization
Assignment-1,forge.gamemodes.quest.bazaar,QuestItemBasic,Cyclic-Dependent Modularization
